ID,Name,HP,Attack,Defense,Speed,Luck,Magic,Resistance,Agility
5329,Holy Mage Guardian,75,20,36,1,94,35,5,10
5330,Wind Paladin Master,117,43,35,15,12,49,10,14
5331,Wind Mage King,133,20,28,11,32,30,10,17
5332,Wind Assassin Guardian,144,49,16,13,34,27,12,1
5333,Earth Knight Legend,163,18,37,12,73,54,7,15
5334,Light Assassin Prince,169,38,27,7,37,19,22,6
5335,Dark Warrior Guardian,175,18,36,9,47,32,30,8
5336,Wind Assassin Legend,141,30,20,13,71,43,14,14
5337,Dark Mage Master,69,17,26,1,98,59,6,11
5338,Ice Archer Champion,61,25,29,14,29,31,24,18
5339,Shadow Paladin Elite,172,13,9,18,71,34,32,22
5340,Storm Necromancer Queen,151,13,29,16,45,33,31,7
5341,Fire Necromancer Slayer,161,27,7,19,98,29,31,23
5342,Fire Archer Queen,61,24,23,17,8,23,21,13
5343,Storm Paladin Champion,138,38,26,1,45,58,9,22
5344,Earth Assassin Elite,66,24,28,17,76,35,20,1
5345,Earth Berserker Lord,86,10,16,7,56,29,23,18
5346,Holy Assassin Legend,178,43,17,7,95,57,31,19
5347,Ice Priest Elite,199,20,10,5,23,34,6,24
5348,Storm Mage Lord,96,28,26,14,12,31,28,7
5349,Shadow Berserker Guardian,68,30,34,10,44,37,22,4
5350,Holy Mage Slayer,83,10,7,4,34,18,8,16
5351,Holy Ranger Champion,138,31,36,14,25,51,19,1
5352,Light Priest Queen,99,15,27,8,74,12,20,10
5353,Fire Archer Master,131,19,25,13,95,14,22,5
5354,Fire Paladin Slayer,85,46,15,12,73,24,27,17
5355,Holy Necromancer Lord,171,37,37,10,95,31,6,4
5356,Ice Priest Guardian,120,49,28,3,60,53,16,10
5357,Ancient Archer Guardian,133,46,31,2,16,26,11,16
5358,Earth Assassin Master,95,27,36,14,44,16,10,4
5359,Dark Knight Lord,140,27,15,18,61,44,31,7
5360,Ice Necromancer Elite,76,15,5,15,86,23,26,23
5361,Holy Ranger Lord,92,37,13,4,87,31,13,6
5362,Holy Warrior King,96,21,15,16,24,45,20,19
5363,Ice Necromancer Lord,91,20,32,14,67,22,32,10
5364,Light Priest Queen,107,16,26,13,41,51,18,1
5365,Light Warrior Legend,181,42,30,9,8,11,5,11
5366,Ancient Assassin Lord,52,26,39,9,16,47,5,8
5367,Ice Ranger Slayer,183,46,10,4,56,25,25,8
5368,Ice Paladin Lord,95,25,38,19,21,18,31,10
5369,Wind Assassin Elite,67,15,11,14,96,43,25,24
5370,Holy Priest Master,66,47,33,7,88,33,25,18
5371,Wind Warrior Prince,165,14,26,10,17,37,30,11
5372,Ancient Warrior Lord,182,41,5,1,86,27,5,15
5373,Ice Ranger Slayer,74,20,5,4,89,24,17,17
5374,Ancient Paladin Legend,141,24,7,2,48,35,9,4
5375,Ice Assassin Elite,175,12,5,6,87,40,15,18
5376,Dark Berserker Guardian,57,48,16,9,97,42,21,2
5377,Fire Necromancer Prince,182,17,27,18,77,52,20,12
5378,Light Assassin Lord,60,27,38,4,58,30,29,9
5379,Fire Berserker King,195,23,8,15,2,36,19,15
5380,Fire Warrior Master,99,16,33,13,93,51,19,6
5381,Earth Knight Master,165,45,36,10,79,13,8,6
5382,Ancient Berserker Champion,123,18,15,16,3,52,34,24
5383,Earth Warrior Lord,193,14,32,7,89,34,34,21
5384,Dark Warrior Elite,167,32,13,16,51,46,17,12
5385,Dark Warrior Queen,120,36,26,8,10,50,24,6
5386,Earth Paladin Master,133,47,33,14,44,18,24,7
5387,Dark Priest Champion,117,27,31,12,19,26,12,14
5388,Dark Necromancer Master,126,35,9,15,52,29,9,5
5389,Holy Knight King,148,49,15,1,80,25,12,21
5390,Holy Ranger Legend,144,18,10,12,50,40,14,24
5391,Dark Priest Master,107,26,11,11,68,42,12,3
5392,Shadow Berserker Queen,68,41,31,6,16,36,33,8
5393,Fire Warrior King,139,10,36,12,88,54,21,21
5394,Shadow Archer Slayer,120,34,35,17,23,40,22,15
5395,Wind Ranger Lord,70,13,18,17,20,32,28,2
5396,Holy Archer Master,58,42,11,13,11,48,15,14
5397,Dark Paladin Lord,100,22,9,8,31,24,14,18
5398,Wind Knight Queen,101,44,33,4,1,45,7,2
5399,Holy Assassin Prince,103,32,7,13,56,35,29,6
5400,Light Paladin Prince,180,40,8,15,78,17,20,18
5401,Dark Priest Champion,141,29,15,17,91,47,24,12
5402,Ancient Ranger Champion,167,47,25,7,62,46,29,22
5403,Ice Mage Guardian,175,49,6,2,26,56,33,14
5404,Dark Knight Elite,131,47,25,8,70,40,6,15
5405,Wind Paladin Guardian,52,48,9,4,43,36,28,22
5406,Light Warrior Slayer,189,35,15,16,81,35,26,13
5407,Ice Paladin Prince,160,26,26,15,25,11,11,20
5408,Holy Knight Legend,83,49,7,19,9,34,17,20
5409,Light Warrior Elite,176,10,38,2,90,49,21,21
5410,Dark Archer Champion,122,19,30,11,66,24,27,17
5411,Ice Mage King,198,26,16,14,85,30,11,4
5412,Earth Priest Queen,156,32,26,16,20,16,17,7
5413,Ancient Mage Guardian,105,29,34,5,53,51,8,2
5414,Storm Berserker Champion,126,10,23,14,18,56,9,16
5415,Ancient Berserker King,54,30,11,18,85,14,23,7
5416,Dark Mage Master,99,11,34,17,63,54,16,1
5417,Storm Warrior Slayer,172,12,25,6,47,57,19,3
5418,Fire Mage Elite,58,28,16,1,60,59,6,12
5419,Light Priest Slayer,102,37,21,17,30,24,12,6
5420,Ancient Warrior Lord,89,38,9,7,57,40,24,20
5421,Ancient Paladin Elite,97,49,18,11,59,24,17,24
5422,Dark Paladin Lord,54,38,36,16,59,42,10,21
5423,Dark Warrior Legend,163,18,26,18,26,30,17,20
5424,Ice Assassin Elite,95,24,22,10,74,45,34,20
5425,Ancient Necromancer Prince,54,36,19,9,76,10,5,15
5426,Light Priest Legend,106,19,11,18,66,11,5,14
5427,Fire Knight Slayer,193,25,23,6,9,54,19,21
5428,Fire Necromancer Legend,85,16,38,10,81,42,17,19
5429,Holy Archer Prince,97,49,13,7,81,12,33,20
5430,Storm Berserker Master,90,38,5,18,45,56,8,4
5431,Fire Archer Legend,109,10,5,19,16,20,15,4
5432,Storm Priest Queen,115,13,23,2,75,14,18,23
5433,Storm Assassin King,59,46,12,10,90,19,19,16
5434,Earth Necromancer King,98,33,13,7,81,54,26,12
5435,Fire Mage Guardian,169,21,37,8,38,19,5,17
5436,Ice Berserker Prince,60,47,8,15,66,25,9,17
5437,Holy Ranger Prince,69,40,37,16,42,23,21,5
5438,Ancient Mage Lord,111,14,38,11,52,50,13,16
5439,Ancient Priest Guardian,170,31,15,5,5,21,17,8
5440,Earth Archer Champion,89,15,11,9,56,48,27,4
5441,Light Berserker Queen,177,31,39,16,12,49,15,10
5442,Light Ranger Elite,125,48,19,10,19,21,14,19
5443,Wind Assassin Legend,135,43,33,7,8,22,20,21
5444,Holy Archer Elite,108,37,32,5,23,15,23,23
5445,Fire Necromancer Elite,88,35,12,1,5,38,21,21
5446,Ice Ranger Legend,181,48,10,1,74,45,7,21
5447,Fire Necromancer Slayer,124,32,30,15,94,59,10,4
5448,Holy Mage Legend,131,33,10,3,5,20,33,9
5449,Ancient Ranger Master,109,42,33,2,22,28,32,21
5450,Ice Berserker Elite,132,15,28,6,29,41,21,16
5451,Fire Warrior Champion,185,26,24,17,60,43,31,22
5452,Ancient Necromancer Champion,99,16,37,18,85,48,29,6
5453,Shadow Berserker King,120,11,5,10,74,56,14,20
5454,Fire Priest Master,127,46,18,10,35,48,12,24
5455,Storm Berserker Master,152,42,22,8,35,49,27,20
5456,Ancient Warrior Lord,133,48,23,17,13,56,33,15
5457,Light Priest King,78,36,5,11,33,31,6,1
5458,Shadow Mage Slayer,103,24,11,19,37,38,20,1
5459,Storm Assassin Elite,95,23,20,19,50,41,14,1
5460,Shadow Knight Prince,103,35,34,7,79,32,15,19
5461,Ancient Mage Elite,171,33,11,13,14,37,16,2
5462,Dark Warrior Champion,71,23,28,3,33,56,17,17
5463,Shadow Mage King,173,49,24,4,2,48,7,17
5464,Wind Assassin Legend,81,31,34,16,83,35,27,16
5465,Shadow Mage Queen,125,29,22,13,66,16,17,8
5466,Fire Mage Legend,115,40,11,3,97,37,23,24
5467,Ice Archer Queen,83,15,9,6,51,14,32,23
5468,Light Archer Master,99,29,7,13,35,15,33,8
5469,Ice Warrior Slayer,90,14,7,13,72,36,11,1
5470,Shadow Berserker Lord,63,20,17,11,38,40,14,10
5471,Ice Necromancer Guardian,86,27,29,1,30,19,20,1
5472,Dark Paladin King,125,44,6,5,87,28,16,18
5473,Light Knight Prince,61,26,33,7,82,46,14,24
5474,Ancient Berserker Champion,136,44,27,19,69,21,5,13
5475,Holy Assassin Queen,163,40,22,10,16,46,32,1
5476,Earth Berserker King,160,24,14,5,98,28,28,18
5477,Dark Paladin Guardian,153,21,11,12,93,44,9,18
5478,Wind Assassin Elite,140,35,6,16,33,39,22,2
5479,Ancient Warrior Master,78,15,14,13,47,22,24,18
5480,Dark Archer Slayer,67,12,12,6,56,50,12,21
5481,Shadow Necromancer Legend,157,40,27,4,15,11,10,3
5482,Dark Berserker Guardian,129,13,6,7,27,21,32,2
5483,Shadow Archer Slayer,176,31,39,12,3,11,28,20
5484,Dark Warrior Lord,83,26,23,1,30,14,23,14
5485,Ancient Mage Elite,123,31,8,5,24,37,5,23
5486,Holy Necromancer Slayer,50,46,8,4,52,10,10,9
5487,Fire Priest Prince,92,44,27,16,24,56,29,11
5488,Ice Mage Prince,164,11,20,10,76,49,12,20
5489,Light Mage King,121,26,26,18,11,39,22,10
5490,Wind Ranger Prince,189,20,13,12,43,25,7,4
5491,Ice Assassin Prince,117,15,7,15,1,22,16,3
5492,Ice Archer King,191,25,13,4,32,50,11,21
5493,Ancient Assassin Guardian,78,14,11,6,16,27,32,18
5494,Ancient Paladin Champion,184,48,21,17,37,38,15,1
5495,Earth Knight King,131,22,34,8,23,59,13,22
5496,Storm Assassin Master,164,48,38,11,72,14,5,5
5497,Wind Mage Guardian,62,29,14,15,46,32,24,12
5498,Ancient Ranger King,182,32,35,9,78,16,32,11
5499,Dark Mage Queen,163,17,22,17,82,52,12,24
5500,Ice Priest Master,181,19,17,2,49,36,29,7
5501,Ancient Knight King,118,13,19,13,30,25,32,6
5502,Fire Necromancer Prince,148,39,8,5,58,41,28,6
5503,Ancient Knight Slayer,163,37,27,2,69,41,17,15
5504,Shadow Warrior Elite,115,39,19,10,16,38,33,2
5505,Dark Archer Master,100,32,26,19,25,57,11,11
5506,Holy Knight Legend,161,22,29,1,22,41,13,21
5507,Wind Warrior Prince,143,22,17,16,9,33,12,7
5508,Shadow Archer Queen,142,24,8,9,69,29,18,10
5509,Ice Mage Guardian,126,49,8,15,15,27,14,20
5510,Fire Priest Elite,174,47,15,13,43,53,26,6
5511,Storm Knight Slayer,94,38,17,18,76,56,31,10
5512,Light Priest King,189,41,17,14,32,26,31,23
5513,Dark Ranger Champion,127,30,10,3,6,57,22,17
5514,Light Priest King,168,37,18,8,22,38,17,22
5515,Shadow Archer Prince,122,10,23,6,71,37,17,8
5516,Earth Mage Champion,110,17,34,15,61,53,33,20
5517,Earth Archer Slayer,136,10,28,6,89,15,14,14
5518,Light Necromancer Guardian,197,11,9,13,78,22,6,7
5519,Shadow Necromancer Master,191,21,12,12,44,58,20,24
5520,Dark Berserker Lord,158,27,22,12,40,42,13,1
5521,Ancient Ranger Legend,164,18,32,13,98,14,25,19
5522,Fire Knight Champion,109,12,18,2,32,43,15,1
5523,Fire Ranger Legend,161,22,29,3,19,51,16,24
5524,Shadow Ranger King,54,31,5,15,78,59,18,7
5525,Fire Archer Champion,186,11,20,5,30,26,23,16
5526,Ancient Priest Elite,164,28,21,19,85,54,30,10
5527,Fire Assassin Legend,63,11,34,2,53,54,15,14
5528,Ancient Assassin Slayer,176,26,27,13,96,36,6,9
5529,Light Ranger Slayer,190,40,24,6,83,16,21,10
5530,Shadow Necromancer Queen,196,48,19,8,21,50,26,8
5531,Ice Priest Guardian,59,34,7,6,18,56,14,9
5532,Shadow Mage Master,101,14,7,11,23,12,11,1
5533,Earth Priest Slayer,102,27,29,6,58,26,12,16
5534,Shadow Knight Lord,97,37,37,5,54,57,23,3
5535,Storm Necromancer King,178,34,15,6,68,39,25,2
5536,Ice Ranger Elite,96,20,27,12,89,27,34,3
5537,Fire Mage Slayer,67,41,18,12,99,35,13,10
5538,Storm Necromancer Slayer,196,32,8,19,29,42,24,24
5539,Shadow Ranger King,84,25,28,11,94,13,13,3
5540,Ice Berserker Lord,60,29,23,18,9,39,9,19
5541,Ancient Knight Master,126,21,7,10,92,12,15,12
5542,Fire Archer Legend,167,32,39,18,43,38,11,4
5543,Ice Assassin Master,160,29,25,9,38,38,6,20
5544,Dark Ranger Legend,61,44,18,10,44,17,11,19
5545,Ancient Archer Elite,75,38,38,18,16,17,22,14
5546,Shadow Necromancer Guardian,98,32,25,18,46,43,28,10
5547,Storm Warrior Elite,171,29,9,11,94,16,6,23
5548,Earth Assassin Legend,156,23,35,10,48,30,32,6
5549,Storm Necromancer Elite,107,32,33,18,54,44,21,24
5550,Earth Berserker Legend,66,46,21,15,61,20,18,13
5551,Shadow Archer Lord,104,43,14,1,96,19,15,13
5552,Fire Priest Master,166,13,25,14,5,39,16,10
5553,Earth Ranger Lord,162,18,39,1,69,49,25,20
5554,Ancient Necromancer Slayer,71,17,39,13,51,45,15,16
5555,Dark Knight Queen,197,15,18,4,88,18,30,4
5556,Storm Berserker Queen,59,13,6,1,93,35,22,20
5557,Storm Assassin Master,54,48,18,15,41,14,25,1
5558,Ancient Paladin Legend,95,19,34,13,48,55,20,23
5559,Shadow Knight Master,160,14,35,12,47,48,30,2
5560,Light Ranger Legend,171,13,19,16,14,47,27,12
5561,Storm Priest Guardian,66,41,33,4,29,10,24,8
5562,Storm Priest Champion,186,18,14,17,81,40,31,5
5563,Shadow Assassin Master,98,27,31,5,66,48,27,5
5564,Ice Paladin Prince,59,10,7,15,27,34,29,10
5565,Shadow Archer Queen,198,17,12,11,27,57,9,14
5566,Fire Berserker Lord,196,29,18,9,7,28,31,13
5567,Fire Warrior Elite,107,16,13,16,3,27,17,9
5568,Storm Assassin Champion,183,27,24,1,9,35,29,1
5569,Holy Assassin Legend,174,11,25,8,81,30,18,13
5570,Ice Ranger King,193,42,6,7,47,55,29,4
5571,Ancient Warrior Slayer,63,33,37,18,5,23,16,18
5572,Fire Mage Guardian,121,23,12,4,62,36,34,22
5573,Ancient Warrior Elite,132,29,31,19,76,11,31,6
5574,Wind Assassin Champion,58,47,5,9,91,28,10,4
5575,Wind Priest Master,102,23,30,3,28,24,13,4
5576,Dark Necromancer Slayer,60,11,20,3,8,35,15,20
5577,Dark Assassin Master,143,20,14,4,16,41,23,18
5578,Shadow Archer Prince,111,15,19,5,65,48,22,23
5579,Storm Knight Champion,91,44,39,1,76,24,25,19
5580,Holy Knight Guardian,73,38,20,17,9,17,24,13
5581,Fire Warrior Prince,135,34,16,14,81,52,22,6
5582,Dark Ranger Champion,164,49,18,4,15,52,15,1
5583,Dark Knight Master,160,48,30,16,81,43,18,8
5584,Ancient Necromancer Slayer,166,22,17,14,5,33,30,5
5585,Earth Archer Slayer,92,47,20,9,88,59,28,5
5586,Fire Necromancer Master,119,45,17,1,99,12,32,19
5587,Holy Ranger Legend,198,18,8,17,46,50,30,5
5588,Shadow Paladin Champion,193,37,32,8,36,49,18,13
5589,Holy Priest Champion,146,43,21,7,5,33,28,7
5590,Holy Knight Legend,99,47,12,7,3,36,34,8
5591,Dark Warrior Queen,137,47,28,5,62,44,8,8
5592,Fire Warrior King,73,32,13,8,13,48,16,10
5593,Earth Ranger Queen,56,24,34,3,1,47,32,14
5594,Storm Knight Champion,84,20,23,13,82,52,8,4
5595,Storm Warrior Champion,191,41,27,2,64,30,11,23
5596,Wind Knight Prince,63,45,15,8,48,43,15,10
5597,Wind Priest Legend,101,23,5,17,45,57,21,7
5598,Ice Archer Queen,73,26,6,10,91,15,20,9
5599,Storm Berserker Queen,144,16,27,8,44,28,18,20
5600,Dark Archer King,192,28,15,2,78,58,12,10
5601,Storm Ranger King,145,39,36,7,98,47,12,22
5602,Ice Necromancer King,184,38,34,5,9,35,9,20
5603,Earth Warrior Master,169,28,25,4,82,26,21,3
5604,Dark Warrior Prince,94,31,36,10,10,29,25,14
5605,Light Paladin King,133,32,25,5,57,53,27,6
5606,Earth Archer Lord,115,47,19,15,79,56,32,9
5607,Fire Ranger King,100,26,15,6,60,30,28,4
5608,Dark Ranger Queen,110,46,6,12,56,48,24,9
5609,Shadow Assassin King,57,13,39,2,34,39,27,16
5610,Shadow Assassin Prince,87,18,11,19,27,23,14,12
5611,Storm Warrior Queen,55,31,22,14,21,29,9,17
5612,Ancient Ranger Legend,198,24,12,7,54,13,10,10
5613,Ice Necromancer Legend,170,36,33,8,60,34,16,1
5614,Ice Ranger Lord,143,12,20,11,62,29,15,12
5615,Light Knight Slayer,102,19,33,15,94,46,12,8
5616,Dark Priest Prince,59,39,34,18,79,48,24,8
5617,Ancient Assassin Elite,157,39,10,17,1,32,28,1
5618,Shadow Berserker Prince,63,22,25,12,86,37,24,18
5619,Dark Paladin Guardian,65,49,30,14,70,40,22,21
5620,Shadow Knight Lord,96,30,7,12,8,46,29,13
5621,Dark Priest Champion,122,35,23,7,19,55,8,16
5622,Light Archer King,54,35,10,3,31,47,10,11
5623,Dark Paladin Lord,170,10,7,11,29,33,32,23
5624,Earth Priest Elite,87,30,8,3,38,30,25,18
5625,Light Warrior Legend,196,29,20,8,93,31,6,9
5626,Earth Assassin Master,91,43,23,5,66,41,24,18
5627,Fire Berserker Slayer,189,25,27,2,17,28,28,19
5628,Ice Assassin Master,170,11,25,2,87,36,19,22
5629,Light Ranger Guardian,71,19,13,12,14,47,6,3
5630,Storm Paladin King,83,31,6,15,87,22,25,14
5631,Shadow Warrior Guardian,75,11,22,13,56,47,7,6
5632,Ice Knight Champion,90,19,19,16,56,21,5,18
5633,Fire Necromancer King,119,42,6,1,11,43,11,5
5634,Wind Necromancer Guardian,124,12,13,2,48,19,13,1
5635,Light Knight Legend,105,21,33,7,8,45,18,14
5636,Light Paladin Slayer,174,32,29,12,52,42,18,1
5637,Light Berserker Champion,144,39,17,11,46,47,29,11
5638,Light Berserker Elite,121,27,31,5,77,39,20,18
5639,Dark Paladin Legend,167,19,28,8,88,43,24,14
5640,Light Warrior King,122,36,7,19,50,22,26,18
5641,Wind Assassin Elite,170,13,14,16,30,53,30,12
5642,Storm Assassin Master,155,48,9,18,9,53,9,19
5643,Wind Knight Legend,69,47,8,3,80,14,13,1
5644,Ice Necromancer Prince,154,26,25,2,5,28,28,18
5645,Holy Priest Champion,104,48,9,16,59,17,30,14
5646,Ancient Berserker Slayer,177,48,16,14,14,13,27,5
5647,Ice Warrior Master,78,20,30,7,98,51,28,1
5648,Ancient Priest King,86,33,10,1,97,34,8,5
5649,Holy Necromancer Champion,192,32,26,15,33,21,26,23
5650,Earth Warrior Champion,81,40,34,3,26,18,5,19
5651,Shadow Berserker Lord,117,38,31,11,11,14,13,2
5652,Light Mage Master,105,22,9,14,23,34,21,8
5653,Ancient Necromancer King,103,25,18,4,86,21,33,5
5654,Dark Necromancer Master,162,14,36,1,76,16,23,17
5655,Storm Paladin Slayer,52,25,23,19,55,57,20,6
5656,Earth Berserker Lord,70,24,18,4,92,21,6,3
5657,Dark Warrior Lord,85,32,5,16,23,46,17,17
5658,Fire Knight Prince,137,24,5,13,89,44,5,16
5659,Holy Archer Queen,120,49,24,12,60,20,16,16
5660,Ice Berserker Slayer,169,16,39,19,74,45,28,20
5661,Shadow Archer Legend,142,40,5,3,29,26,15,2
5662,Ice Mage Legend,161,13,6,5,60,16,11,8
5663,Wind Necromancer Champion,173,32,34,13,94,56,14,21
5664,Ancient Knight Lord,135,24,32,12,44,56,6,7
5665,Fire Archer Guardian,179,26,35,18,49,15,24,15
5666,Earth Priest Legend,166,48,20,6,62,29,17,19
5667,Storm Mage Guardian,129,30,27,10,99,44,13,6
5668,Ice Priest Guardian,81,37,20,15,3,32,10,6
5669,Ice Berserker Guardian,137,33,33,3,14,25,25,21
5670,Earth Berserker Prince,86,45,17,5,1,15,33,9
5671,Ice Mage Queen,76,39,31,17,83,28,34,14
5672,Fire Berserker Legend,179,47,7,13,85,37,34,14
5673,Storm Necromancer Legend,154,28,24,9,76,31,7,7
5674,Ancient Archer Prince,69,26,7,8,28,33,14,22
5675,Ancient Archer Champion,87,10,19,4,35,23,16,9
5676,Holy Priest Prince,80,11,15,6,40,40,21,13
5677,Dark Berserker Slayer,95,42,27,12,46,24,20,7
5678,Wind Ranger Slayer,181,18,24,1,56,14,29,21
5679,Wind Knight Elite,139,18,6,2,98,13,26,9
5680,Storm Mage Lord,119,38,26,11,77,50,8,21
5681,Storm Paladin Guardian,122,16,8,15,39,12,18,17
5682,Light Ranger Queen,86,18,19,11,38,24,17,14
5683,Fire Knight Prince,150,39,34,8,1,25,34,18
5684,Holy Paladin Lord,194,39,35,19,25,44,24,22
5685,Holy Ranger King,57,28,18,3,22,31,29,11
5686,Ancient Assassin Lord,182,29,17,18,97,12,9,17
5687,Storm Warrior Guardian,196,19,29,14,39,12,27,22
5688,Ice Priest Slayer,103,37,17,1,86,14,22,22
5689,Ice Paladin Champion,156,44,17,13,34,45,23,19
5690,Dark Knight Lord,111,29,9,9,53,11,28,17
5691,Dark Necromancer Guardian,69,15,28,11,95,18,6,4
5692,Earth Berserker Champion,69,31,34,7,75,45,6,7
5693,Wind Assassin Queen,62,21,35,17,42,38,21,4
5694,Wind Berserker Legend,52,38,12,19,80,48,18,18
5695,Shadow Berserker Guardian,129,24,26,12,20,24,6,16
5696,Holy Mage Lord,153,12,18,13,7,48,19,15
5697,Ice Ranger Lord,80,30,9,2,78,55,13,20
5698,Ancient Assassin Slayer,111,40,23,6,80,28,12,3
5699,Dark Paladin Slayer,166,11,10,12,14,44,25,6
5700,Fire Mage Champion,88,16,7,10,10,35,9,9
5701,Ancient Mage Slayer,188,35,26,3,79,57,8,9
5702,Fire Paladin Prince,118,39,8,18,19,48,22,4
5703,Wind Warrior Prince,138,29,17,4,32,23,27,23
5704,Wind Berserker Prince,52,14,23,19,99,54,26,4
5705,Ancient Ranger Elite,159,38,16,8,17,25,15,19
5706,Shadow Knight Guardian,102,12,9,15,59,41,29,15
5707,Ice Necromancer Champion,181,39,39,8,22,49,25,10
5708,Earth Warrior Slayer,125,40,27,17,91,15,18,15
5709,Shadow Paladin Master,103,40,20,16,21,25,7,8
5710,Ice Knight Elite,184,42,26,8,74,15,22,3
5711,Storm Paladin Prince,137,32,17,3,72,45,26,4
5712,Holy Warrior Elite,152,24,12,19,38,38,16,8
5713,Fire Berserker King,112,44,34,6,50,28,14,1
5714,Holy Archer Queen,163,16,36,9,7,38,16,15
5715,Light Priest Elite,177,15,12,4,77,46,34,18
5716,Dark Assassin Legend,79,15,22,6,46,20,15,20
5717,Holy Archer Slayer,84,34,6,2,90,35,28,23
5718,Wind Knight Champion,107,10,29,1,30,39,23,1
5719,Dark Warrior Elite,168,49,31,19,76,15,9,6
5720,Ice Paladin Champion,61,46,26,3,70,51,19,23
5721,Light Berserker Guardian,101,40,22,12,42,55,28,6
5722,Wind Mage Guardian,81,42,7,7,94,47,25,19
5723,Storm Necromancer Master,134,47,32,9,16,54,28,14
5724,Dark Ranger King,77,35,5,9,15,44,12,11
5725,Light Necromancer Slayer,110,38,32,2,39,53,27,7
5726,Ice Mage Guardian,85,17,24,16,99,48,31,11
5727,Light Necromancer Champion,180,35,20,6,48,39,34,14
5728,Ancient Paladin Master,178,31,7,13,8,35,32,20
5729,Shadow Assassin Master,124,25,33,18,32,44,19,14
5730,Wind Paladin Slayer,139,43,10,13,7,29,9,7
5731,Shadow Mage Legend,65,23,6,15,36,44,16,13
5732,Fire Warrior Queen,157,15,6,10,57,23,13,2
5733,Storm Necromancer King,62,47,13,10,43,31,20,17
5734,Earth Priest Elite,126,21,21,17,57,26,28,4
5735,Light Knight Slayer,78,14,5,12,57,51,31,24
5736,Holy Priest Elite,161,19,8,10,86,22,33,1
5737,Wind Knight Champion,149,35,31,1,69,45,33,7
5738,Fire Berserker Legend,102,39,9,10,83,53,25,20
5739,Earth Berserker Queen,115,31,13,15,7,33,21,5
5740,Light Berserker King,94,27,17,17,55,16,9,1
5741,Storm Archer Queen,164,45,17,7,38,30,7,9
5742,Shadow Paladin Lord,80,17,12,15,91,42,19,18
5743,Dark Assassin King,51,27,29,3,98,25,21,16
5744,Earth Mage Lord,55,41,16,9,71,14,8,3
5745,Shadow Paladin Guardian,61,19,10,13,77,21,20,13
5746,Holy Warrior Legend,117,45,36,13,25,31,28,19
5747,Light Warrior Elite,197,16,20,9,48,56,16,16
5748,Ancient Priest Prince,108,24,20,19,35,36,14,3
5749,Dark Knight Master,58,23,20,10,5,52,25,8
5750,Dark Assassin Prince,197,20,5,4,33,47,22,4
5751,Dark Warrior Queen,180,29,23,5,29,14,12,12
5752,Dark Necromancer Slayer,176,14,8,19,95,54,21,23
5753,Wind Assassin Master,177,25,11,19,14,20,22,13
5754,Shadow Mage Elite,139,28,38,19,83,38,23,2
5755,Earth Archer Prince,80,26,36,3,33,49,26,14
5756,Light Knight Elite,161,35,10,1,32,57,6,22
5757,Earth Necromancer Guardian,163,30,27,1,97,12,34,8
5758,Earth Paladin Champion,89,17,32,2,3,54,28,20
5759,Ice Ranger Slayer,130,38,15,16,81,21,24,1
5760,Wind Berserker Guardian,134,36,18,10,28,50,24,15
5761,Shadow Berserker King,187,25,39,5,25,55,9,3
5762,Holy Priest Slayer,196,49,36,15,16,21,27,16
5763,Earth Warrior Master,146,34,9,14,55,40,34,4
5764,Holy Necromancer Master,85,42,37,16,57,59,27,21
5765,Earth Ranger Elite,172,37,18,11,54,42,17,21
5766,Light Necromancer Lord,159,39,18,3,56,28,21,4
5767,Earth Paladin Slayer,176,39,8,16,32,42,27,23
5768,Holy Knight King,135,41,20,6,98,13,14,18
5769,Shadow Paladin Master,191,12,11,9,45,31,16,7
5770,Storm Mage King,56,43,27,9,72,26,28,2
5771,Fire Mage Legend,107,16,25,14,26,29,20,20
5772,Shadow Paladin Elite,156,42,6,12,85,20,15,13
5773,Storm Ranger Master,84,40,25,13,52,27,5,23
5774,Shadow Knight Legend,51,37,5,17,76,18,34,19
5775,Wind Archer Prince,199,15,34,9,10,33,22,18
5776,Wind Berserker Elite,78,47,34,2,62,53,9,19
5777,Shadow Ranger Guardian,162,41,17,12,97,31,9,14
5778,Wind Mage Legend,144,40,21,16,10,22,21,10
5779,Dark Berserker Lord,188,30,8,2,68,37,8,15
5780,Shadow Archer Slayer,102,25,7,2,50,34,9,14
5781,Light Necromancer Legend,83,22,7,12,82,48,32,7
5782,Earth Berserker Elite,118,44,34,10,92,47,23,11
5783,Dark Mage Slayer,179,25,8,14,3,47,6,6
5784,Storm Knight King,194,20,32,19,6,46,15,17
5785,Earth Berserker Elite,95,46,11,5,98,38,16,24
5786,Holy Ranger Slayer,125,27,28,11,10,47,10,6
5787,Fire Warrior Guardian,61,46,24,14,94,45,31,2
5788,Ice Priest Elite,166,13,10,11,78,47,18,21
5789,Earth Priest Prince,76,40,16,6,53,41,23,13
5790,Ice Archer Elite,142,43,15,13,26,41,25,2
5791,Wind Knight Lord,112,36,25,7,56,58,17,18
5792,Ice Assassin Master,125,39,32,8,65,18,12,12
5793,Holy Warrior Champion,165,29,16,5,13,35,30,5
5794,Storm Ranger Master,184,24,28,14,16,13,24,3
5795,Wind Ranger Prince,121,23,24,17,85,58,20,20
5796,Light Priest Lord,141,45,8,1,32,51,32,22
5797,Light Ranger King,99,43,20,14,94,10,10,21
